,id,headlines,ChanceOfVirality
2517,2517,Watch Denny Hamlin's 7-year-old daughter ruin his eNASCAR race in the cutest way,5
2518,2518,"Dirty cars are a major dating turn-off, survey finds",0
2519,2519,Alex Bowman wins at digital Talladega in virtual NASCAR series,1
2520,2520,"NASCAR's Ryan Newman says he'll be ready to drive again when racing resumes, after recovering from fiery crash",2
2521,2521,Mustang driver arrested for 'racing' Indiana police at 120 mph,0
2522,2522,"
Washington state anglers protest fishing ban amid coronavirus outbreak: 'Let us fish'",3
2523,2523,Thousands hit Southern California beaches to cool off amid coronavirus stay-at-home order,3
2524,2524,"CNN's Chris Cuomo was 'like a boiling pot' in Easter clash over breaking quarantine, cyclist says",1
2525,2525,"Ohio's bald eagle population soaring, state officials say: 'One of Ohio's greatest wildlife success stories'",2
2526,2526,Coronavirus prompts New Hampshire fishermen to start new venture: ‘Boat-to-table’,3
2527,2527,McDonald's location in England reopens as coronavirus drive-thru testing site,2
2528,2528,Uncertainty for hospitality businesses across US ahead of reopenings,0
2529,2529,"'Food supply chain is breaking,' Tyson Foods chairman says as processing plants continue to close",1
2530,2530,"America Together: Restaurant, Brooklyn Marina provide thousands of meals to New York’s first responders",2
2531,2531,4 recipes perfect for date night,0
2532,2532,Rental owners say there's 'no light at the end of tunnel' amid coronavirus,4
2533,2533,New Jersey landlord praised for waiving 3 months of rent: 'He exemplifies the spirit we need to see',3
2534,2534,NJ man resurrects risqué Easter bunny lawn display,1
2535,2535,New York City landlord waives April rent for tenants during coronavirus outbreak,4
2536,2536,Bored at home? Instagram-influencing 'Style Sisters' explain how to deep-clean your closet,1
2537,2537,"This age is considered 'old,' according to a new survey",2
2538,2538,"Coronavirus: Dictionary.com updates definitions, adds new words explaining COVID-19 outbreak",5
2539,2539,"Regular exercise can help prevent coronavirus complications from worsening, study finds",2
2540,2540,Minnesota photographer captures life under coronavirus lockdown with porch 'porchtraits',4
2541,2541,Gym owners finding new ways to stay afloat amid coronavirus closures,5
2542,2542,GA salon owners 'thrilled' to reopen as state eases coronavirus restrictions on businesses,2
2543,2543,"Maryland WWII veteran, 96, gets mohawk haircut for coronavirus challenge",2
2544,2544,Eva Longoria admits she's 'going gray' in quarantine: 'This is crazy!',1
2545,2545,Model and influencer Iskra Lawrence announces birth of first child on Instagram: 'Baby P',2
2546,2546,Fashion Nova slammed for suggesting customers shop with stimulus checks amid pandemic,0
2547,2547,CDC adds 6 new coronavirus symptoms to list,3
2548,2548,Coronavirus kills double-lung transplant patient known for daredevil lifestyle,5
2549,2549,Critics accuse NJ mayor of campaigning door-to-door amid coronavirus pandemic: report,2
2550,2550,"Coronavirus: Colorado Walmart allowed to reopen after 3 deaths, 11 cases linked to store",4
2551,2551,Idaho mother apologizes after playground arrest amid coronavirus outbreak,3
2552,2552,Georgia church converts youth ministry building into emergency isolation shelter,1
2553,2553,"Pennsylvania teen sending coloring books, puzzles to seniors in nursing homes
",0
2554,2554,Global movement to pray for health care workers amid coronavirus pandemic,2
2555,2555,"Spanish taxi drivers, chauffeurs go the extra distance to help amid coronavirus pandemic",2
2556,2556,"Georgia state senator's 'second chance at life' after surviving coronavirus, giving plasma",3
2557,2557,"
Fed's interest rate cuts impacts savings, credit and loans — here's how you can save money",2
2558,2558,What happens when you have debt in collections?,2
2559,2559,How can negative interest rates net you loan savings?,0
2560,2560,The basics of closing on a home and buyer fees,0
2561,2561,"
5 things you can use student loans for (besides tuition)",2
2562,2562,Georgia church converts youth ministry building into emergency isolation shelter,1
2563,2563,"Pennsylvania teen sending coloring books, puzzles to seniors in nursing homes",0
2564,2564,Global movement to pray for health care workers amid coronavirus pandemic,2
2565,2565,"Spanish taxi drivers, chauffeurs go the extra distance to help amid coronavirus pandemic",2
2566,2566,"Georgia state senator's 'second chance at life' after surviving coronavirus, giving plasma",3
2567,2567,"The Next Revolution w/ Steve Hilton - Sunday, April 26",1
2568,2568,"Life, Liberty & Levin - Sunday, April 26",2
2569,2569,"Fox News Sunday - Sunday, April 26",2
2570,2570,"Sunday Morning Futures w/ Maria Bartiromo - Sunday, April 26",1
2571,2571,"Media Buzz - Sunday, April 26",2
2572,2572,Coronavirus rocks country music with tour postponements,3
2573,2573,Candi Carpenter: 5 things to know about the country songstress,5
2574,2574,Luke Bryan says his fans keep him grounded amid fame: 'I've always listened to what they had to say',3
2575,2575,Garth Brooks' top eight music moments,0
2576,2576,Martina McBride mourns mother in loving Instagram post,0
2577,2577,Army Ranger veteran Mat Best on daily life amid coronavirus: 'It's impressive to see the American spirit shine through',5
2578,2578,Alabama veteran who made steel flag for Trump now donating art to coronavirus responders,4
2579,2579,Coronavirus schooling: Military cadet in rural Pennsylvania finishing college classes inside tent,2
2580,2580,Tennessee family being reunited with late veteran's military quilt lost after Easter tornado,2
2581,2581,Coronavirus crisis: US charities helping millions in need fall apart as pandemic looms,3
2582,2582,Idaho mother apologizes after playground arrest amid coronavirus outbreak,3
2583,2583,El Paso mass shooting victim dies almost 9 months after attack,0
2584,2584,Operation Stolen Promise: What to know about the ICE-Homeland Security initiative to stop coronavirus fraud,5
2585,2585,Funeral for murdered Utah couple streamed online due to state's coronavirus restrictions,2
2586,2586,"Coronavirus 'fraud domain' seized after suspect tried selling it for Bitcoin, feds say",2
2587,2587,"Nursing home industry pushes for immunity from coronavirus lawsuits after nearly 12,000 residents have died",2
2588,2588,Live Blog / Latest news on the global pandemic,2
2589,2589,THINK on coronavirus,3
2590,2590,Opinion,0
2591,2591,Opinion,0
2592,2592,Opinion,0
2593,2593,Podcast: Into America,0
2594,2594,Into America,0
2595,2595,Into America,0
2596,2596,Into America,0
2597,2597,Latest news,1
2598,2598,"Trump pushes advisers to get U.S. troops out of Afghanistan, citing coronavirus",3
2599,2599,"In Detroit, grief runs deep as city grapples with COVID-19",1
2600,2600,Pelosi says Democrats will push for vote-by-mail in next coronavirus relief package,2
2601,2601,'Another pandemic': Domestic abuse calls spike in Latin America,1
2602,2602,Nursing home industry pushes for legal immunity during COVID-19 emergency,1
2603,2603,Tyson Foods chairman warns: 'The food supply chain is breaking',1
2604,2604,"As 'quarantine fatigue' sets in, more people venturing out, study finds",3
2605,2605,Doctor prevented from seeing kids after husband said she posed coronavirus threat,3
2606,2606,Automakers adjust to 'new normal' as they prepare to reopen plants,2
2607,2607,Governors urge Trump to keep briefings 'fact-based' after disinfectant comments,0
2608,2608,Small businesses say they need more than 2 months of help to survive coronavirus crisis,4
2609,2609,Rolling Stones coronavirus lockdown single 'Living in a Ghost Town' hits No. 1 on iTunes,5
2610,2610,"'Outrageous,' 'irresponsible': Governors slam McConnell over bankruptcy comments",1
2611,2611,Critics say police target minorities more than white protesters over social distancing,2
2612,2612,The Zoom shiva: Jewish funerals and mourning in the age of COVID,2
2613,2613,"For students in rural Puerto Rico, remote learning amid coronavirus is a tough challenge",2
2614,2614,"As restaurants stay closed, chefs still cooking — for health care workers",0
2615,2615,"WHO warns there's no evidence of coronavirus immunity as global death toll reaches 200,000",3
2616,2616,"Exonerated man freed from prison, now in hotel quarantine: 'I could watch Netflix!'",4
2617,2617,America needs universal testing. Here's how we'll get there.,2
2618,2618,Drinking bleach will not cure coronavirus. Here's what it could do instead.,3
2619,2619,"Touch a shadow, 'You're it!': New routines as Denmark returns to school",2
2620,2620,Trump's White House briefings may be scaled back,0
2621,2621,California heat wave draws large crowds to beaches despite stay-at-home order,1
2622,2622,White House considering scaling back Trump's daily coronavirus briefings in coming weeks,2
2623,2623,White House considers scaling back daily briefings,0
2624,2624,"Dad, 32, writes heart-wrenching note to wife, kids before dying of coronavirus",3
2625,2625,Fauci's absence from recent coronavirus briefings draws notice,2
2626,2626,"Global coronavirus death toll surpasses 200,000, as world leaders commit to finding vaccine",3
2627,2627,Private haven for wealthy received $2M from small business loan program,0
2628,2628,Texas mayor apologizes after violating stay-at-home order to go to nail salon,0
2629,2629,"Five coronavirus survivors detail despair, recovery",2
2630,2630,"Detroit health care worker dies after being denied coronavirus test 4 times, daughter says",4
2631,2631,"Black female inmates and COVID-19: Medically compromised, vulnerable and neglected",1
2632,2632,What are 'quarandreams' and why you're experiencing them,0
2633,2633,Judge orders release of migrant children,0
2634,2634,'Appreciation caravans' honor California's essential farmworkers,0
2635,2635,Kids are climbing the walls — literally — leaving parents to weigh hospital visits,0
2636,2636,Trump's disinfectant comments show how dangerous his disdain for science truly is,0
2637,2637,"Elective surgeries set to resume, with complications and concerns",0
2638,2638,Grocery stores are portioning flour from industrial bags to deal with demand,1
2639,2639,"Trump signs aid package as U.S. death toll tops 50,000",0
2640,2640,"Showdown looms between Silicon Valley, U.S. states over contact tracing apps",1
2641,2641,Navy leaders recommend reinstating captain fired after raising coronavirus concerns,2
2642,2642,"Smithfield Foods sued over working conditions in Missouri, closes Illinois plant",0
2643,2643,Trump skips questions at coronavirus briefing after disinfectant debacle,2
2644,2644,Thousands flood Wisconsin Capitol to protest stay-at-home orders,0
2645,2645,"Few Hispanic business owners got coronavirus relief loans, Latino survey finds",2
2646,2646,New York mother says flight from Miami was packed with people not wearing masks,2
2647,2647,Some traveling nurses who went to help in New York face uncertain future,1
2648,2648,Opinion,0
2649,2649,Culture Matters,0
2650,2650,Coronavirus,2
2651,2651,Coronavirus,2
2652,2652,Coronavirus,2
2653,2653,Coronavirus,2
2654,2654,Coronavirus,2
2655,2655,MSNBC Special Report: Testing and the Road to Reopening,0
2656,2656,03:50,0
2657,2657,04:21,0
2658,2658,03:16,0
2659,2659,02:29,0
2660,2660,06:02,0
2661,2661,Special Report,0
2662,2662,Want a mask contract? A White House connection helps,1
