,id,headlines,ChanceOfVirality
1190,1190,Need to give importance to economy and also battle Covid-19: PM Modi to CMs,2
1191,1191,"Mint Covid Tracker: Despite slowing trajectory, India’s case count could reach 50,000 in eight days",2
1192,1192,‘Won’t lose a single rupee’: Govt clarifies after cancelling Chinese Covid-19 test kits,1
1193,1193,Will North Korea Get its 'First Female Dictator'? Twitter is Obsessing Over Kim Jong Un's Sister,1
1194,1194,"Coronavirus Pandemic LIVE Updates: 1,436 Cases, 60 Deaths Reported in Last 24 Hours, Says Govt",4
1195,1195,An Expert Explains: What is the future of migration from Kerala?,1
1196,1196,"6,184 or 22.17% COVID-19 patients have recovered: Health ministry",1
1197,1197,Anantnag braces for Covid-19 spurt as pregnant woman tests positive after death,2
1198,1198,Congress targets Centre over antibody test kits being purchased at higher prices,1
1199,1199,Over 80% wheat crop harvested: MHA,0
1200,1200,China’s Wuhan city discharges last COVID-19 patient from hospital,2
1201,1201,Australia rejects Chinese 'economic coercion' threat amid planned coronavirus probe,2
1202,1202,Saudi Arabia ends death penalty for minors and floggings,0
1203,1203,Coronavirus Outbreak LIVE Updates: Five more COVID-19 deaths take Pune's toll to 77; Modi likely to discuss graded lockdown exit with CMs,7
1204,1204,Coronavirus: What mutual fund investors should know amid rising credit risks,4
1205,1205,"Taking Stock: Cooling off after highs! Nifty holds 9,250 as RBI announces lifeline for MFs",2
1206,1206,Reliance begins using WhatsApp for grocery deliveries through JioMart,0
1207,1207,"IndusInd Bank reports Q4FY20 net profit at Rs 360.10, NII at Rs 3,231.2 crore",0
1208,1208,Unreleased Realme smartphone leaks in live images - GSMArena.com news,2
1209,1209,Apple to delay mass production of 2020 flagship iPhones: WSJ,1
1210,1210,The Apple Watch saved my life...,2
1211,1211,"Call Of Duty Mobile Update: New 'Rust' Map, 'Kill Confirmed' Mode & More",2
1212,1212,Dulquer Salmaan apologises for ‘Prabhakara’ joke in ‘Varane Avashyamund’,0
1213,1213,"After Hina Khan, Rashami Desai grooves to Jacqueline Fernandez’s Genda Phool, gets praise from Shefali...",0
1214,1214,Kanika Kapoor spends time with family in Lucknow after recovering from Covid-19. See pic,5
1215,1215,"Alia Bhatt Keeps in Touch with Her Friends Amid Lockdown, See Pic",2
1216,1216,‘If you fumble a ball...’: KL Rahul opens up about comparisons with MS Dhoni,1
1217,1217,Umar Akmal banned for 3 years from all forms by PCB Disciplinary Panel on corruption charges,2
1218,1218,Have seen many decent players who become something else on social media: Yuvraj Singh,7
1219,1219,"Lockdown has made me more dedicated and taught me that we can survive without eating outside, Hima Das te",4
1220,1220,Scientists Have Officially Declared This the Most Dangerous Place on Earth,2
1221,1221,Venus will shine at its brightest in the night sky this week,2
1222,1222,Scientists Develop First Comprehensive Map of the Moon's Surface,2
1223,1223,Hubble celebrates its 30th anniversary with a tapestry of blazing starbirth,0
1224,1224,How and when to eat cucumber to lose weight,0
1225,1225,Coronavirus: How India will play a major role in a Covid-19 vaccine,4
1226,1226,"Deadlier L Type Coronavirus Strain Could be Behind High Death Rate in Gujarat and Indore, Say Experts",2
1227,1227,These 5 morning habits may be causing you to gain weight,0
1228,1228,"Coronavirus pandemic | Lockdown will continue post-May 3 in COVID-19 hotspots, PM Modi tells chief ministers",4
1229,1229,Government mulls proposal to guarantee up to Rs 3 lakh crore bank loans to small businesses: Report,0
1230,1230,Covid-19 lockdown: India should open up now,3
1231,1231,"India Always Knew Spitting in Public is Wrong, Now is the Best Time to Ensure We Don't: PM Modi",8
1232,1232,"Coronavirus live updates: 28,380 total cases in India, 6,362 cured & death toll at 886, according to health ministry",3
1233,1233,"Coronavirus India News LIVE Updates: Total number of COVID-19 cases in India rise to 28,380, including 886 deaths",6
1234,1234,"1,975 new Covid-19 cases, 47 deaths in India in last 24 hours: 10 things to know",8
1235,1235,Highest single-day increase in Covid-19 cases,3
1236,1236,"Indian Council of Medical Research (ICMR): 'Don't use China kits, Return them back'",0
1237,1237,India Overpaid For Chinese COVID-19 Test Kits? What Court Case Reveals,1
1238,1238,Govt tells states to not use rapid kits for now,1
1239,1239,Delhi High Court caps imported antibody kit price at Rs. 400,0
1240,1240,Kim Jong Un ‘alive and well’: Seoul,0
1241,1241,Where is Kim Jong-un?,1
1242,1242,North Korea's Kim Jong Un 'alive and well': Seoul,0
1243,1243,Kim Jong-un successor: Will North Korea see a woman ruler? Here’s the top contender,3
1244,1244,Kolkata lockdown news: Today's updates from your city,3
1245,1245,"In times of job cuts, strategic groups are busy recruiting for 2021 Bengal election",1
1246,1246,"West Bengal CM Mamata Banerjee Says, She Is In Favour Of Extending Lockdown Till May 21",1
1247,1247,BJP Leaders Stage Sit-In Protests Against Bengal's COVID-19 Handling,1
1248,1248,Guard At Harsh Vardhan's Staff Office At AIIMS COVID-19 +ve: Report,1
1249,1249,"Our fight is against the disease, not the diseased': MoHFW urges public to not stigmatise COVID-19 patients",1
1250,1250,Covid-19 hotspot districts moving towards being non-hotspot districts: Health minister,2
1251,1251,"Trace, test, isolate, treat will remain our strategy: Union health min Harsh Vardhan",0
1252,1252,"Dead J&K Woman's Samples Return COVID-19 +ve, Probe Into Body Handling",2
1253,1253,"Pregnant Woman Dies in Anantnag Hospital, Inquiry Ordered",2
1254,1254,"Pregnant J&K Woman From COVID-19 Red Zone Dies In Hospital, Probe Ordered",3
1255,1255,"ICMR agreed to pay 2.5 times the price for rapid test kits, Delhi HC judgment shows",1
1256,1256,Coronavirus | Delhi HC asks to cap the price of COVID-19 test kits,3
1257,1257,Delhi HC puts Rs 400 cap on rapid testing kits from China,0
1258,1258,Delhi HC says Covid-19 testing kits should be sold at lowest cost possible,2
1259,1259,Covid-19 cases in Wuhan hospitals drop to zero for 1st time,4
1260,1260,First pandemic epicentre Wuhan discharges its last Covid patient from hospital,3
1261,1261,Did SARS-CoV-2 begin from a lab?,0
1262,1262,Does China have a case to answer on Covid-19?,1
1263,1263,China threatens to boycott Australian beef and wine; Here’s why,2
1264,1264,"In a testy post-Covid-19 world, Chinese sanctions of Australian goods may be closer than ever",4
1265,1265,"Australia, Backing Virus Probe, Slams China's ""Economic Coercion"" Threat",1
1266,1266,Australia rejects Chinese ‘economic coercion’ threat amid planned coronavirus probe,2
1267,1267,"Hajj Cancellation Won't be the First – Plague, War and Politics Disrupted Pilgrimages Long Before Coron...",1
1268,1268,Saudi Arabia Ends Death Penalty For Minors,0
1269,1269,Saudi Arabia partially lifts curfew except in Mecca,0
1270,1270,Saudi Arabia abolishes death sentence for minors,0
1271,1271,Prime Minister Modi feels 'very proud' when world leaders thank India for help in coronavrus crisis,2
1272,1272,"PM Narendra Modi to interact with CMs on April 26 to discuss way out of lockdown, COVID fight",4
1273,1273,"India coronavirus, COVID-19 live updates, April 26: 293 new coronavirus cases take Delhi`s total count to 2...",5
1274,1274,"India coronavirus, COVID-19 live updates, April 26: 293 new coronavirus cases take Delhi`s total count to 2...",5
1275,1275,"RBI announces ₹50,000 crore lifeline for mutual funds: 10 points",1
1276,1276,COVID 19 Crisis: Franklin Templeton Shut Down 6 Debts Mutual Fund Schemes Blaming Liquidity Crunch,2
1277,1277,Templeton Fund Freeze Leaves a Dangerous Hole,0
1278,1278,Here's why Franklin Templeton case should not be viewed as a credit crisis,1
1279,1279,Here Are Some Of The Buzzing Stocks For Today's Trade | Chartbusters,3
1280,1280,"Nifty, Sensex end higher as RBI eases MF liquidity concerns",0
1281,1281,"Closing Bell: Nifty ends just shy of 9,300, Sensex gains 415 pts; IndusInd Bank up 6% ahead of result",0
1282,1282,"Sensex ends over 400 points higher, Nifty below 9,300; private banks shine",0
1283,1283,How to place an order on JioMart using WhatsApp: A step-by-step guide,1
1284,1284,"After Facebook-Reliance deal, JioMart goes live on WhatsApp",1
1285,1285,JioMart goes live on WhatsApp in some areas in Mumbai,0
1286,1286,JioMart WhatsApp Order Booking Service Launched: How to Order,1
1287,1287,IndusInd Bank Q4: Profit falls 77% to Rs 302 cr QoQ as provisions spike 134%,0
1288,1288,"IndusInd Bank Q4 results: Profit falls 16% YoY to Rs 302 crore, misses estimates; provisions spike 56%",0
1289,1289,"IndusInd Banks Q4 profit slumps 77% QoQ to Rs 302 cr, provisions jump 2x",0
1290,1290,IndusInd Bank Q4 preview: Profit may fall sharply on muted operating performance,1
1291,1291,Realme X50m 5G with Snapdragon 765G chipset and two selfie cameras launched,0
1292,1292,"Realme TV receives Google certification, expected to launch soon",0
1293,1293,Realme X2 Pro Starts Receiving Android April 2020 Security Patch and Other Bug Fixes,0
1294,1294,Mysterious Realme smartphone with new design leaked,2
1295,1295,iPhone SE 2nd Gen has a lot of parts that can be swapped with the iPhone 8: iFixit teardown,2
1296,1296,Apple iPhone SE teardown video shows that a lot of its parts can be swapped with old iPhone 8 parts,4
1297,1297,2020 Flagship iPhone Models' Mass Production to Be Delayed by a Month: Report,2
1298,1298,Apple to delay mass production of 2020 flagship iPhones: Report,1
1299,1299,The Apple Watch 5th anniversary: what we got right and wrong in our review,2
1300,1300,"Five years later, the Apple Watch is an unyielding icon of design",3
1301,1301,Remember when Apple Watch was a luxury item? We look back at its 5-year evolution,3
1302,1302,"Former Apple designer reveals original sketches, other tidbits about genesis of Apple Watch",2
1303,1303,Call Of Duty: Mobile' Is Getting A Fan-Favourite Map Next Week,0
1304,1304,Dulquer Salmaan offers apology to Tamil people,1
1305,1305,Dulquer Salmaan apologises for insulting Tamil audience! - Malayalam News,1
1306,1306,"Many Tamil viewers misinterpret dog scene in 'Varane Avashyamund', Dulquer clarifies",2
1307,1307,Dulquer Salmaan Explains Prabhakaran Joke In Varane Avashyamund After Outrage,1
1308,1308,Rashami Desai grooves to Jacqueline Fernandez's Genda Phool and her moves will leave you amused; Take a look,1
1309,1309,"Rashami Desai Sets Temperature Soaring as She Grooves to Badshah's 'Genda Phool', Watch Video",2
1310,1310,#Exclusive: Arhaan Khan: My parents were against my relationship with Rashami Desai,0
1311,1311,Rashami Desai reminisces her journey from debut show Pari Hoon Main to Naagin 4 with a 'Then and Now' photo,1
1312,1312,"Kanika Kapoor currently at her Lucknow house, releases statement clarifying allegations - Republic World",3
1313,1313,"Day after no wrongdoing Instagram post, Kanika Kapoor asked to join police probe",1
1314,1314,"Uttar Pradesh police serves notice to Kanika Kapoor, asked to report on April 30",0
1315,1315,Kanika Kapoor says she didn’t quarantine herself after UK travel as ‘there was no such advisory’,1
1316,1316,When Ranbir Kapoor and 'Raees' actress Mahira Khan's 'smoking on the street of NYC' picture went viral on,1
1317,1317,"Sara Ali Khan, Alia Bhatt, Alaya F: Throwback to some of the best short dress styles",3
1318,1318,Arjun Kapoor on Actors Being Called Dumb: One Question to Alia on Koffee Destroyed Our Combined IQ,2
1319,1319,This unseen photo of Deepika Padukone and Ranbir Kapoor from 'Tamasha' poster shoot will drive away your,4
1320,1320,"Anil Kumble was best captain I played under, Rahul Dravid was technical master: RP Singh",1
1321,1321,"If you fumble the ball, people feel you can't replace MS Dhoni: KL Rahul",1
1322,1322,"His graph went up & mine went down, but friendship is intact: Former India pacer on MS Dhoni",1
1323,1323,"""Every Cricketer In The World Wants To Play Under MS Dhoni"", Says Mohit Sharma",4
1324,1324,Umar Akmal handed three-year ban for breach of anti-corruption code - Cricbuzz,1
1325,1325,Pakistan's Umar Akmal banned for three years: PCB,2
1326,1326,Pakistan’s Umar Akmal banned for three years: PCB,2
1327,1327,PCB Bans Umar Akmal For 3 Years For Failing To Report Spot-Fixing Approach,2
1328,1328,‘People told I would just play Ranji Trophy’: Jasprit Bumrah reveals how he ‘persisted with his act...,2
1329,1329,"Yuvraj takes a dig at youngsters, says they become something else on social media",4
1330,1330,Kohli or Tendulkar? Yuvraj or Dhoni? Yuvraj Singh corners Jasprit Bumrah with rapid-fire questions,0
1331,1331,"""Like Picking Between Mom-Dad"": Jasprit Bumrah's Cheeky Reply To Yuvraj Singh's Googly",0
1332,1332,"Wrote down Adidas on shoes during my first Nationals, they now print my name on them: Hima Das",4
1333,1333,"Once I scribbled Adidas on my shoes, they now make shoes with my name: Hima",2
1334,1334,"Hima Das Says She ""Ended Up Crying"" After Meeting Role Model Sachin Tendulkar",0
1335,1335,"Athletics | Once I scribbled Adidas on my spikes, now I wear custom-made shoes: Hima Das",2
1336,1336,"Crescent moon ""show"" this evening; nice start to week",0
1337,1337,LOOK UP! Venus shines brightest all week in the evening sky,3
1338,1338,Venus and crescent Moon close together and Earthshine,0
1339,1339,Starlink satellite sightings for Saturday,1
1340,1340,As Beautiful as The Moon? This is The First Time we Get to See The Lunar Surface in Such Detail,7
1341,1341,USGS releases first complete geologic map of the Moon,2
1342,1342,Incredible New Map of Moon Shows Its Every Nook and Cranny,1
1343,1343,Hubble's Collection of Anniversary Images,0
1344,1344,Hubble telescope celebrates 30 years with portrait of a firestorm in a neighbouring galaxy - Republic World,4
